fname,sentence,LOC
pr10045_77,11,vest
pr10045_77,14,egypt
pr10045_77,18,gellerup kirk
pr10045_77,18,århus
pr10045_77,22,gellerup
pr10045_77,26,egypt
pr10045_77,26,pakistan
pr10045_77,26,kina
pr10045_77,30,danmark
pr10045_77,31,ledøjesmørum pastorat
pr10045_77,65,babylon
pr10045_77,68,egypt
pr10045_77,70,jerusalem
pr10046_77,0,zakæus
pr10046_77,14,rig
pr10046_77,48,ganløs
pr10046_77,52,japan
pr10046_77,53,japan
pr10046_77,99,israel
pr10046_77,100,israel
pr10046_77,100,det romerske r
pr10046_77,143,zakæus
pr10047_77,2,sydstat
pr10047_77,4,southern tre
pr10047_77,4,the southern breez
pr10047_77,9,strange fruit
pr10047_77,26,himmer
pr10047_77,104,himmer
pr10047_77,110,himmer
pr10047_77,111,himmer
pr10048_77,63,regnbu
pr10049_77,76,cambodja
pr10049_77,77,nirvana
pr10050_77,0,twin tow
pr10050_77,0,new york
pr10050_77,9,vest
pr10050_77,15,afghanistan
pr10050_77,16,irak
pr10050_77,34,afghanistan
pr10051_77,81,samaria
pr10051_77,81,galilæa
pr10052_77,6,skaberværk
pr10052_77,29,den blå plan
pr10052_77,41,jord
pr10052_77,41,mælkevej
pr10052_77,128,nain
pr10053_77,111,ledøje kirk
pr10054_77,22,kapernaum
pr10054_77,30,kapernaum
pr10054_77,51,kapernaum
pr10054_77,107,kapernaum
pr10054_77,127,leødjesmørum
pr10055_77,58,kapernaum
pr10055_77,71,jordan
pr10055_77,73,jordan
pr10056_77,27,smørum kirk
pr10056_77,27,konfirmandhus
pr10057_77,4,bornholmersild
pr10057_77,8,vridsløselil
pr10057_77,10,vridsløselille statsfængsel
pr10057_77,15,vridsløselil
pr10057_77,45,vridsløselil
pr10057_77,60,tivoli
pr10057_77,74,vridsløselil
pr10057_77,77,odens
pr10057_77,91,jord
pr10057_77,103,kappadoki
pr10057_77,104,det store hav
pr10058_77,4,ribe stift
pr10058_77,55,oslo
pr10058_77,57,jerusalem
pr10058_77,63,det gamle testament
pr10058_77,69,kors
pr10058_77,72,kors
pr10059_77,4,nazar
pr10059_77,10,nazar
pr10059_77,22,davids tron
pr10059_77,56,jord
pr10060_77,98,paradisets hav
pr10060_77,105,paradisets hav
pr10060_77,106,paradis
pr10060_77,113,paradisets hav
pr10061_77,2,jerusalem
pr10061_77,2,den hellige by
pr10061_77,4,himmer
pr10061_77,11,jerusalem
pr10061_77,12,israel
pr10061_77,16,magtens centrum
pr10061_77,16,det politiske magtcentrum
pr10061_77,16,det religiøse magtcentrum
pr10061_77,21,zakæus
pr10061_77,22,jerusalem
pr10061_77,24,jerusalem
pr10061_77,102,israel
pr10061_77,112,betlehem
pr10061_77,113,jerusalem
pr10061_77,135,sisyfo
pr10061_77,144,jerusalem
pr10062_77,1,bruxel
pr10062_77,9,jerusalem
pr10062_77,47,jerusalem
pr10062_77,85,tyskland
pr10062_77,107,pins
pr10063_77,7,det forjættede land
pr10063_77,19,østland
pr10063_77,49,himmer
pr10063_77,50,himmer
pr10063_77,114,himmer
pr10063_77,136,himmer
pr10064_77,13,nørreport
pr10064_77,43,usa
pr10064_77,43,israelpalæstina
pr10064_77,74,himmer
pr10065_77,0,afghanistan
pr10065_77,1,liby
pr10065_77,2,danmark
pr10065_77,5,liby
pr10065_77,9,egypt
pr10065_77,16,egypt
pr10065_77,27,egypt
pr10065_77,33,afghanistan
pr10065_77,33,liby
pr10065_77,38,afghanistan
pr10065_77,38,liby
pr10065_77,42,det gamle testament
pr10065_77,47,israel
pr10065_77,49,egypt
pr10065_77,50,egypt
pr10065_77,53,egypt
pr10065_77,75,det gamle testament
pr10066_77,1,københavns domkirk
pr10067_77,0,tyskland
pr10067_77,0,køln
pr10067_77,2,køln
pr10067_77,8,betlehem
pr10067_77,41,grønland
pr10067_77,41,thailand
pr10067_77,47,vest
pr10067_77,48,ghana
pr10067_77,49,vestsjælland
pr10067_77,52,afrika
pr10067_77,58,nordpol
pr10067_77,77,alp
pr10068_77,26,danmark
pr10068_77,72,atla
pr10068_77,76,atla
pr10068_77,126,nazareth
pr10069_77,3,konfirmandhus
pr10069_77,23,copenhagen maraton
pr10070_77,22,dolerosa
pr10070_77,106,rom
pr10071_77,1,paris
pr10071_77,38,pastoralseminari
pr10071_77,38,århus
pr10071_77,40,vestafrika
pr10071_77,43,egypt
pr10071_77,43,tunesi
pr10071_77,43,syri
pr10071_77,43,myanmar
pr10071_77,53,den vestlige verd
pr10071_77,63,himmer
pr10071_77,98,bonhoef
pr10071_77,112,himmer
pr10071_77,118,estragon
pr10072_77,9,paradis
pr10072_77,15,karlsvogn
pr10072_77,73,indi
pr10073_77,24,golgata
pr10073_77,131,jord
pr10074_77,53,danmark
pr10075_77,15,det vilde hav
pr10075_77,40,lukasevangeli
pr10075_77,74,roskild
pr10075_77,95,cambodja
pr10075_77,98,danmark
pr10076_77,44,vest
pr10076_77,54,ledøjesmørum
pr10076_77,79,nydansk
pr10076_77,90,usa
pr10077_77,18,new york
pr10077_77,18,nic
pr10077_77,25,egypt
pr10077_77,35,moriabjerg
pr10077_77,40,egypt
pr10077_77,43,egypt
pr10077_77,47,guldkalv
pr10077_77,77,jord
pr10078_77,0,frederikssund
pr10078_77,1,ledøj
pr10078_77,1,smørum
pr10078_77,17,a og b
pr10078_77,17,jord
pr10078_77,17,himmer
pr10078_77,28,skjern å
pr10078_77,29,skjern å
pr10079_77,135,jord
pr10080_77,0,jord
pr10080_77,20,bibl
pr10080_77,52,paradis
pr10080_77,98,jerusalem
pr10081_77,0,kirkehøjskol
pr10081_77,16,thy
pr10081_77,60,israel
pr10081_77,113,det hellige land
pr10081_77,113,babylon
pr10081_77,119,siloa
pr10082_77,0,kirkeår
pr10082_77,4,durakkord
pr10082_77,8,kirkeår
pr10082_77,35,jord
pr10082_77,36,jord
pr10083_77,4,bibl
pr10083_77,25,nazar
pr10083_77,25,betlehem
pr10083_77,54,betlehem
pr10083_77,56,betlehem
pr10083_77,56,vestbred
pr10083_77,105,betlehem
pr10083_77,106,betlehem
pr10083_77,111,betlehem
pr10083_77,120,betlehem
pr10084_77,45,jerusalem
pr10084_77,49,jerusalem
pr10084_77,52,jerusalem
pr10084_77,111,lukasevangeli
pr10085_77,50,kors
pr10086_77,5,københavn
pr10086_77,5,amag
pr10086_77,7,fyn
pr10086_77,18,trinitatis kirk
pr10086_77,36,lazarus
pr10086_77,42,lazarus
pr10086_77,88,lazarus
pr10087_77,0,danmark
pr10087_77,1,midtjysk
pr10087_77,6,silkeborg
pr10087_77,13,tyskland
pr10087_77,13,danmark
pr10087_77,36,zoologisk hav
pr10087_77,36,frederiksberg
pr10087_77,43,zoo
pr10087_77,91,paradis
pr10087_77,114,det åbne hav
pr10088_77,14,tyrus
pr10088_77,14,sidon
pr10088_77,17,israels hus
pr10088_77,19,israel
pr10088_77,32,israel
pr10088_77,32,mellemøst
pr10088_77,33,danmark
pr10088_77,62,himmer
pr10089_77,5,jordanflod
pr10089_77,26,nazar
pr10089_77,112,herberg
pr10090_77,20,danmark
pr10091_77,4,johannesevangeli
pr10091_77,80,ezekiel
pr10092_77,18,københavns universit
pr10092_77,21,borneo
pr10092_77,39,afrika
pr10092_77,40,afrika
pr10092_77,43,afrika
pr10092_77,46,det gamle testament
pr10092_77,92,grønland
pr10092_77,107,grønland
pr10093_77,30,grønland
pr10093_77,31,nuuk
pr10093_77,40,nuuk
pr10093_77,43,jord
pr10093_77,49,nuuk
pr10093_77,60,grønland
pr10093_77,60,danmark
pr10093_77,87,kina
pr10093_77,125,danmark
pr10094_77,20,himmer
pr10094_77,26,himmer
pr10094_77,49,johannesbrev
pr10095_77,0,jerusalem
pr10095_77,0,den hellige by
pr10095_77,3,jerusalem
pr10095_77,10,jerusalem
pr10095_77,23,jerusalem
pr10095_77,31,jerusalem
pr10095_77,41,golgata
pr10095_77,42,den hellige by
pr10095_77,44,persona non grata
pr10095_77,47,det allerhelligste flæng
pr10095_77,78,lund
pr10095_77,95,haderslev stift
pr10095_77,97,berlinmur
pr10095_77,113,berlinmur
pr10095_77,113,israel
pr10095_77,121,jerusalem
pr10095_77,121,israelpalæstina
pr10096_77,0,brorsonskirk
pr10096_77,8,våbenhus
pr10096_77,12,våbenhus
pr10096_77,26,ledøje kirk
pr10096_77,37,københavn
pr10096_77,39,danmark
pr10096_77,71,den danske folkekirk
pr10096_77,78,brorsonskirk
pr10096_77,87,jerusalem
pr10096_77,102,jerusalem
pr10096_77,109,jerusalem
pr10096_77,112,københavn
pr10096_77,120,nazareth
pr10097_77,6,australi
pr10097_77,7,rusland
pr10097_77,8,kabul
pr10097_77,29,ezekiel
pr10098_77,7,esaja
pr10098_77,25,betlehem
pr10098_77,63,hvidovr
pr10098_77,63,herlev
pr10098_77,63,betlehem
pr10098_77,90,newtown
pr10098_77,95,newtown
pr10098_77,113,bibl
pr10098_77,113,paradisets hav
pr10098_77,117,norg
pr10098_77,157,jord
pr10099_77,29,jerusalem
pr10100_77,11,kairo
pr10100_77,14,kairo
pr10100_77,14,den muslimske verd
pr10100_77,23,israelpalæstina
pr10100_77,23,afghanistan
pr10100_77,23,new york
pr10100_77,23,utøya
pr10100_77,23,norg
pr10100_77,92,nazareth
pr10100_77,104,jomfrufødsl
pr10100_77,107,jordanflod
pr10100_77,125,nazareth
pr10101_77,0,ledøje kirk
pr10102_77,0,pins
pr10102_77,54,sorø
pr10102_77,55,sorø
pr10102_77,56,københavn
pr10102_77,80,babel
pr10102_77,95,mesopotami
pr10102_77,95,judæa
pr10102_77,95,kappadoki
pr10102_77,95,pontus
pr10102_77,95,asi
pr10102_77,95,frygi
pr10102_77,95,pamfyli
pr10102_77,95,egypt
pr10102_77,95,lib
pr10103_77,28,pastoralseminari
pr10104_77,0,himmer
pr10104_77,6,rusland
pr10104_77,50,himmer
pr10104_77,95,det kristne håb
pr10104_77,105,himmer
pr10104_77,106,himmer
pr10104_77,107,himmer
pr10105_77,50,nazareth
pr10105_77,121,kors
pr10105_77,131,baltazar
pr10105_77,133,betlehem
pr10105_77,135,artaban
pr10105_77,141,betlehem
pr10105_77,142,egypt
pr10105_77,145,jerusalem
pr10105_77,150,golgata
pr10105_77,152,golgata
pr10105_77,156,jerusalem
pr10105_77,169,artaban
pr10106_77,5,himmer
pr10106_77,11,det godes sid
pr10106_77,32,himmer
pr10106_77,50,himmer
pr10106_77,50,det evige liv
pr10106_77,115,jord
pr10106_77,133,himmer
pr10107_77,0,mindelund
pr10107_77,0,hellerup
pr10107_77,19,mindelund
pr10107_77,29,mindelund
pr10107_77,31,mindelund
pr10107_77,32,mindelund
pr10107_77,66,paradis
pr10107_77,112,det hellige måltid
pr10108_77,13,vesterbro
pr10108_77,48,nazar
pr10108_77,50,synagog
pr10108_77,60,israel
pr10108_77,75,nazar
pr10108_77,75,israel
pr10108_77,76,israel
pr10108_77,91,synagog
pr10108_77,100,det gamle testament
pr10108_77,138,synagog
pr10108_77,138,nazar
pr10108_77,138,jerusalem
pr10108_77,145,nazar
pr10108_77,149,galilæa
pr10108_77,150,galilæa
pr10108_77,152,nazar
pr10109_77,12,himmer
pr10109_77,57,rusland
pr10109_77,95,jord
pr10110_77,20,bibl
pr10110_77,49,europa
pr10110_77,85,paradisets hav
pr10110_77,121,rig
pr10111_77,11,himmer
pr10111_77,24,betlehem
pr10111_77,30,jord
pr10111_77,33,cambodja
pr10111_77,44,cambodja
pr10111_77,104,israel
pr10111_77,108,betlehem
pr10111_77,119,kosmo
pr10112_77,61,ecstacy
pr10112_77,95,pins
pr10113_77,1,lukasevangeli
pr10113_77,39,nudansk
pr10113_77,54,jord
pr10113_77,120,alt
pr10114_77,25,københavn
pr10114_77,53,jord
pr10115_77,28,askeonsdag
pr10115_77,31,egypt
pr10115_77,33,egypt
pr10115_77,58,københavn
pr10116_77,23,jord
pr10116_77,48,europa
pr10116_77,93,atl
pr10116_77,99,himmer
pr10117_77,6,nivaagaard museum
pr10117_77,126,himmer
pr10118_77,27,mount everest
pr10118_77,31,thailand
pr10119_77,10,skt
pr10119_77,17,skt
pr10119_77,23,skt
pr10119_77,83,babylon
pr10119_77,89,filippin
pr10119_77,96,thranholm
pr10119_77,98,kosmo
pr10119_77,100,det gamle testament
pr10119_77,113,golgata
pr10119_77,115,golgata
pr10119_77,132,de r
pr10119_77,133,tempelplads
pr10119_77,134,himmer
pr10119_77,162,betlehem
pr10120_77,51,rigshospital
pr10120_77,105,båd
pr10120_77,105,det åbne hav
pr10121_77,47,danmark
pr10121_77,47,afghanistan
pr10121_77,63,afghanistan
pr10121_77,93,damaska
pr10122_77,17,johannesevangeli
pr10122_77,23,kors
pr10122_77,27,kors
pr10122_77,41,prolog
pr10122_77,47,golgata
pr10122_77,58,jord
pr10122_77,127,kors
pr10123_77,17,eva
pr10123_77,66,europa
pr10123_77,68,grækenland
pr10123_77,68,tyskland
pr10123_77,69,europa
pr10123_77,71,europa
pr10123_77,74,nigeria
pr10123_77,81,nigeria
pr10123_77,111,danmark
pr10123_77,111,nigeria
pr10124_77,3,konfirmandhus
pr10124_77,16,usa
pr10124_77,26,putin
pr10125_77,14,danmark
pr10125_77,72,rig
pr10125_77,74,kærlighedens hænd
pr10125_77,79,rig
pr10126_77,35,paradis
pr10127_77,43,bibl
pr10127_77,71,det bibelske univ
pr10127_77,77,paradisets hav
pr10128_77,21,betesda dam
pr10128_77,27,betesda dam
pr10128_77,32,betesda dam
pr10128_77,62,soprano
pr10128_77,63,new jersey
pr10128_77,116,betesda dam
pr10128_77,120,paradisets hav
pr10128_77,133,betesda dam
pr10130_77,7,danmark
pr10130_77,8,odsherred
pr10130_77,10,danmark
pr10130_77,11,toscana
pr10130_77,12,danmark
pr10130_77,13,odsherred
pr10130_77,22,toscana 
pr10130_77,22,chiantiområd
pr10130_77,40,chiantis
pr10130_77,69,mols rund
pr10130_77,93,step
pr10131_77,16,japan
pr10131_77,48,nazareth
pr10131_77,50,nazareth
pr10131_77,50,det gamle testament
pr10131_77,51,udkantsisrael
pr10131_77,54,nazareth
pr10131_77,56,nazareth
pr10132_77,57,israel
pr10133_77,98,usa
pr10134_77,17,danmark
pr10134_77,32,cambodja
pr10134_77,40,rusland
pr10134_77,42,sotj
pr10134_77,46,jerusalem
pr10134_77,58,forstæd
pr10134_77,128,kors
pr10135_77,18,ballerupcentr
pr10135_77,22,ballerupcentr
pr10135_77,59,østerland
pr10135_77,77,østerland
pr10135_77,114,østerland
pr10136_77,2,rom
pr10136_77,10,rom
pr10136_77,29,jerusalem
pr10136_77,67,mandela jo mandela
pr10137_77,72,ballerup
pr10138_77,12,norg
pr10138_77,17,vanløs
pr10138_77,23,norg
pr10138_77,60,norg
pr10138_77,124,norg
pr10138_77,128,fjeld
pr10139_77,45,afghanistan
pr10139_77,82,det gamle testament
pr10139_77,112,det gamle testament
pr10141_77,54,jerusalem
pr10141_77,62,jerusalem
pr10141_77,63,zakaria
pr10141_77,63,esaja
pr10142_77,53,kors
pr10142_77,57,jord
pr10142_77,64,kosmo
pr10142_77,76,syri
pr10143_77,24,jerusalem
pr10143_77,90,nazareth
pr10143_77,106,jerusalem
pr10143_77,122,nudansk
pr10143_77,143,jord
pr10144_77,2,univers
pr10144_77,91,spani
pr10144_77,114,damaskus
pr10144_77,127,emmaus
pr10145_77,0,smørum kirk
pr10145_77,16,smørum kirk
pr10145_77,17,smørum kirk
pr10145_77,21,københavns universit
pr10145_77,21,smørum kirk
pr10145_77,26,smørum kirk
pr10145_77,33,losseplads
pr10145_77,40,bibl
pr10145_77,42,lazarus
pr10145_77,100,smørum kirk
pr10146_77,4,krudttønd
pr10146_77,4,den jødiske synagog
pr10146_77,8,nørrebro
pr10146_77,10,jordan
pr10146_77,11,nørrebro
pr10146_77,13,israel
pr10146_77,35,syri
pr10146_77,35,irak
pr10146_77,40,ørken
pr10146_77,40,ørken
pr10146_77,62,ørken
pr10147_77,2,odsherred
pr10147_77,7,odsherred
pr10147_77,10,danmark
pr10147_77,13,københavn
pr10147_77,13,tyskland
pr10147_77,13,frankr
pr10147_77,14,japan
pr10147_77,15,sydøstasi
pr10147_77,22,thailand
pr10147_77,28,england
pr10147_77,49,jord
pr10148_77,26,himmer
pr10148_77,27,himmer
pr10148_77,37,himmer
pr10148_77,40,himmer
pr10148_77,42,himmer
pr10148_77,99,himmer
pr10148_77,101,himmer
pr10148_77,102,himmer
pr10149_77,30,det gamle testament
pr10149_77,35,israels hus
pr10150_77,0,bibl
pr10150_77,16,jerusalem
pr10150_77,17,betania
pr10150_77,17,jordanflod
pr10150_77,27,paradisets hav
pr10150_77,75,rig
pr10150_77,78,egypt
pr10150_77,80,israel
pr10150_77,85,det forjættede land
pr10151_77,15,danmark
pr10151_77,47,danmark
pr10151_77,49,det senmoderne fladland
pr10151_77,88,jord
pr10151_77,98,det himmelske r
pr10152_77,0,danmark
pr10152_77,3,danmark
pr10152_77,7,danmark
pr10152_77,13,israel
pr10152_77,25,danmark
pr10152_77,29,danmark
pr10152_77,34,danmark
pr10152_77,38,danmark
pr10152_77,42,himmer
pr10152_77,49,himmer
pr10152_77,51,jord
pr10152_77,60,sydafrika  stiller et sted
pr10152_77,65,himmer
pr10152_77,70,himmer
pr10154_77,5,danmark
pr10154_77,12,middelhav
pr10154_77,13,syri
pr10154_77,13,irak
pr10154_77,13,sydsudan
pr10154_77,85,vest
pr10154_77,87,afrika
pr10154_77,91,afrika
pr10155_77,0,testrup højskol
pr10155_77,37,jord
pr10155_77,88,samaria
pr10156_77,5,varnæs
pr10156_77,5,korsbæk
pr10156_77,14,sver
pr10156_77,15,danmark
pr10156_77,15,tyskland
pr10156_77,17,sver
pr10156_77,25,sver
pr10156_77,25,øresund
pr10156_77,29,israel
pr10156_77,35,syri
pr10156_77,37,europa
pr10156_77,38,danmark
pr10156_77,44,syri
pr10156_77,81,europa
pr10156_77,84,syri
pr10156_77,86,smørum
pr10156_77,87,egedal kommun
pr10156_77,88,smørum kulturhus
pr10156_77,100,konfirmandhus
pr10157_77,73,de levendes land
pr10157_77,82,dødningehjem
pr10157_77,82,de levendes land
pr10157_77,84,de levendes land
pr10158_77,3,jord
pr10158_77,58,bibl
pr10159_77,22,det her konger
pr10159_77,23,himmer
pr10159_77,42,himmer
pr10159_77,49,himmer
pr10159_77,114,himmer
pr10160_77,0,danmark
pr10160_77,1,christiansborg slotskirk
pr10160_77,11,haderslev stift
pr10160_77,75,israel
pr10160_77,86,rom
pr10161_77,56,det evige liv
pr10161_77,61,paradis
pr10162_77,63,sahara
pr10162_77,70,palm
pr10163_77,10,det forjættede land
pr10163_77,45,hillerød
pr10163_77,50,højskoledanmark
pr10163_77,60,højskol
pr10163_77,113,jord
pr10164_77,20,theresienstad
pr10164_77,20,auschwizt
pr10164_77,68,betlehem
pr10164_77,75,jord
pr10164_77,108,betlehem
pr10164_77,116,ledøjesmørum
pr10164_77,124,betlehem
pr10165_77,67,paradis
pr10165_77,73,betlehem
pr10165_77,91,alp
pr10165_77,118,rom
pr10166_77,104,ghandi
pr10166_77,104,nelson mandela
pr10167_77,10,det forjættede land
pr10167_77,46,hillerød
pr10167_77,51,højskoledanmark
pr10167_77,61,højskol
pr10167_77,114,jord
pr10169_77,0,jerusalem
pr10169_77,3,den hellige by
pr10169_77,9,jerusalem
pr10169_77,28,nazareth
pr10169_77,32,nazareth
pr10169_77,39,jerusalem
pr10169_77,58,danmark
pr10169_77,67,vest
pr10169_77,83,østerbro
pr10169_77,83,krudttønd
pr10169_77,106,apati
pr10170_77,7,kirkeår
pr10170_77,12,kirkeår
pr10170_77,13,pins
pr10170_77,16,pins
pr10170_77,19,pins
pr10170_77,20,smørum kirk
pr10170_77,20,antik
pr10170_77,20,mellemøst
pr10170_77,89,den syvende himmel
pr10171_77,34,paradis
pr10172_77,30,paradis
pr10173_77,10,spani
pr10173_77,34,galilæa
pr10173_77,36,sinaibjerg
pr10173_77,42,det gamle testament
pr10173_77,46,jerusalem
pr10173_77,47,getsemane hav
pr10173_77,47,oliebjerg
pr10173_77,48,jerusalem
pr10173_77,50,galilæa
pr10173_77,55,den syvende himmel
pr10173_77,59,ground
pr10173_77,91,bibl
pr10173_77,118,thy
pr10173_77,141,kors
pr10174_77,0,skt han
pr10174_77,13,middelald
pr10174_77,63,bibl
pr10175_77,16,københavn
pr10175_77,17,strandboulevard
pr10175_77,17,østerbro
pr10175_77,119,getsemane hav
pr10176_77,0,mindelund
pr10176_77,0,hellerup
pr10176_77,19,mindelund
pr10176_77,29,mindelund
pr10176_77,31,mindelund
pr10176_77,32,mindelund
pr10176_77,66,paradis
pr10176_77,112,det hellige måltid
pr10177_77,84,kors
pr10177_77,105,kristus
pr10179_77,0,testrup højskol
pr10179_77,5,jord
pr10179_77,37,himmer
pr10180_77,1,afghanistan
pr10181_77,65,camino
pr10181_77,85,det evige liv
pr10182_77,34,den virkelige verd
pr10182_77,35,mongoli
pr10182_77,36,mongoli
pr10182_77,36,østblok
pr10182_77,38,mongoli
pr10182_77,51,vest
pr10182_77,53,mongoli
pr10182_77,56,smørum
pr10182_77,57,iran
pr10182_77,59,danmark
pr10182_77,59,iran
pr10182_77,67,danmark
pr10182_77,67,smørum
pr10182_77,85,rom
pr10183_77,29,judæas bjergland
pr10183_77,31,israel
pr10183_77,102,jord
pr10184_77,13,johannesevangeli
pr10185_77,0,grønland
pr10185_77,0,nuuk
pr10185_77,1,aasiaat
pr10185_77,5,grønland
pr10185_77,21,danmark
pr10185_77,35,israel
pr10185_77,36,israel
pr10185_77,39,danmark
pr10185_77,50,syri
pr10185_77,50,rusland
